Date,Time,Open,High,Low,Close
5/3/2007,00:00,1.36060,1.36120,1.35600,1.35820
5/4/2007,00:00,1.35830,1.36220,1.35460,1.35510
5/7/2007,00:00,1.35520,1.36090,1.35350,1.35910
5/8/2007,00:00,1.35980,1.36270,1.35900,1.35970
5/9/2007,00:00,1.35990,1.36200,1.35150,1.35430
5/10/2007,00:00,1.35440,1.35640,1.35190,1.35260
5/11/2007,00:00,1.35270,1.35630,1.34640,1.34760
5/14/2007,00:00,1.34770,1.35310,1.34610,1.35240
5/15/2007,00:00,1.35310,1.35570,1.35230,1.35410
5/16/2007,00:00,1.35430,1.36080,1.35260,1.35930
5/17/2007,00:00,1.35920,1.36090,1.35040,1.35140
5/18/2007,00:00,1.35170,1.35440,1.34760,1.34980
5/21/2007,00:00,1.34970,1.35210,1.34640,1.35070
5/22/2007,00:00,1.35170,1.35250,1.34350,1.34630
5/23/2007,00:00,1.34640,1.34750,1.34380,1.34510
5/24/2007,00:00,1.34500,1.35000,1.34150,1.34550
5/25/2007,00:00,1.34560,1.34610,1.34140,1.34310
5/28/2007,00:00,1.34320,1.34720,1.34110,1.34420
5/29/2007,00:00,1.34470,1.34580,1.34450,1.34470
5/30/2007,00:00,1.34480,1.35190,1.34190,1.34460
5/31/2007,00:00,1.34470,1.34570,1.34060,1.34290
6/1/2007,00:00,1.34280,1.34770,1.34230,1.34510
6/4/2007,00:00,1.34510,1.34610,1.33920,1.34480
6/5/2007,00:00,1.34400,1.34990,1.34310,1.34930
6/6/2007,00:00,1.34940,1.35530,1.34870,1.35170
6/7/2007,00:00,1.35180,1.35380,1.34850,1.34980
6/8/2007,00:00,1.34970,1.35120,1.34220,1.34260
6/11/2007,00:00,1.34300,1.34310,1.33200,1.33720
6/12/2007,00:00,1.33620,1.33650,1.33350,1.33570
6/13/2007,00:00,1.33580,1.33680,1.33010,1.33020
6/14/2007,00:00,1.33030,1.33150,1.32620,1.33090
6/15/2007,00:00,1.33080,1.33230,1.32790,1.33080
6/18/2007,00:00,1.33090,1.33880,1.33050,1.33880
6/19/2007,00:00,1.33810,1.34180,1.33770,1.34140
6/20/2007,00:00,1.34150,1.34360,1.33830,1.34230
6/21/2007,00:00,1.34240,1.34370,1.33950,1.34000
6/22/2007,00:00,1.33990,1.34060,1.33710,1.33860
6/25/2007,00:00,1.33890,1.34700,1.33810,1.34690
6/26/2007,00:00,1.34670,1.34730,1.34380,1.34620
6/27/2007,00:00,1.34630,1.34780,1.34310,1.34580
6/28/2007,00:00,1.34550,1.34580,1.34150,1.34520
6/29/2007,00:00,1.34510,1.34800,1.34220,1.34460
7/2/2007,00:00,1.34450,1.35410,1.34280,1.35400
7/3/2007,00:00,1.35420,1.36370,1.35270,1.36310
7/4/2007,00:00,1.36320,1.36350,1.35830,1.36080
7/5/2007,00:00,1.36090,1.36300,1.36040,1.36140
7/6/2007,00:00,1.36150,1.36590,1.35780,1.35930
7/9/2007,00:00,1.35910,1.36410,1.35670,1.36250
7/10/2007,00:00,1.36320,1.36420,1.36110,1.36280
7/11/2007,00:00,1.36260,1.37850,1.35940,1.37680
7/12/2007,00:00,1.37670,1.37790,1.37300,1.37440
7/13/2007,00:00,1.37430,1.38000,1.37410,1.37870
7/16/2007,00:00,1.37860,1.38120,1.37620,1.37820
7/17/2007,00:00,1.37800,1.38040,1.37590,1.37720
7/18/2007,00:00,1.37750,1.37980,1.37580,1.37820
7/19/2007,00:00,1.37800,1.38330,1.37520,1.38050
7/20/2007,00:00,1.38080,1.38300,1.37850,1.37970
7/23/2007,00:00,1.37980,1.38420,1.37790,1.38260
7/24/2007,00:00,1.38300,1.38430,1.37940,1.38060
7/25/2007,00:00,1.38090,1.38510,1.37980,1.38270
7/26/2007,00:00,1.38260,1.38290,1.36950,1.37240
7/27/2007,00:00,1.37250,1.37700,1.36920,1.37400
7/30/2007,00:00,1.37390,1.37530,1.36260,1.36350
7/31/2007,00:00,1.36120,1.37040,1.36090,1.36970
8/1/2007,00:00,1.36960,1.37260,1.36700,1.36770
8/2/2007,00:00,1.36790,1.37090,1.36370,1.36760
8/3/2007,00:00,1.36790,1.37050,1.36510,1.37000
8/6/2007,00:00,1.37010,1.38170,1.36840,1.37730
8/7/2007,00:00,1.38380,1.38380,1.37800,1.37940
8/8/2007,00:00,1.37930,1.38150,1.37350,1.37430
8/9/2007,00:00,1.37400,1.38250,1.37210,1.37940
8/10/2007,00:00,1.37930,1.38160,1.36540,1.36770
8/13/2007,00:00,1.36800,1.37040,1.36430,1.36930
8/14/2007,00:00,1.36850,1.37080,1.36030,1.36070
8/15/2007,00:00,1.36110,1.36250,1.35300,1.35350
8/16/2007,00:00,1.35360,1.35370,1.34170,1.34230
8/17/2007,00:00,1.34220,1.34460,1.33600,1.34270
8/20/2007,00:00,1.34260,1.35450,1.33700,1.34740
8/21/2007,00:00,1.34770,1.35070,1.34590,1.34750
8/22/2007,00:00,1.34780,1.35190,1.34570,1.34620
8/23/2007,00:00,1.34610,1.35500,1.34500,1.35490
8/24/2007,00:00,1.35500,1.35870,1.35360,1.35670
8/27/2007,00:00,1.35650,1.36810,1.35530,1.36750
8/28/2007,00:00,1.36720,1.36840,1.36350,1.36390
8/29/2007,00:00,1.36410,1.36790,1.36000,1.36000
8/30/2007,00:00,1.36020,1.36800,1.35620,1.36740
8/31/2007,00:00,1.36730,1.36760,1.35920,1.36310
9/3/2007,00:00,1.36340,1.37190,1.36200,1.36280
9/4/2007,00:00,1.36280,1.36540,1.36050,1.36220
9/5/2007,00:00,1.36240,1.36250,1.35500,1.36080
9/6/2007,00:00,1.36040,1.36710,1.35690,1.36490
9/7/2007,00:00,1.36480,1.37090,1.36340,1.36890
9/10/2007,00:00,1.36880,1.37970,1.36630,1.37670
9/11/2007,00:00,1.37810,1.38140,1.37660,1.38050
9/12/2007,00:00,1.38060,1.38480,1.37780,1.38380
9/13/2007,00:00,1.38390,1.39130,1.38240,1.39050
9/14/2007,00:00,1.39060,1.39260,1.38630,1.38650
9/17/2007,00:00,1.38660,1.38950,1.38440,1.38740
9/18/2007,00:00,1.38720,1.38880,1.38480,1.38580
9/19/2007,00:00,1.38590,1.39870,1.38280,1.39820
9/20/2007,00:00,1.39800,1.39870,1.39350,1.39660
9/21/2007,00:00,1.39640,1.40980,1.39620,1.40680
9/24/2007,00:00,1.40650,1.41190,1.40420,1.40900
9/25/2007,00:00,1.40890,1.41290,1.40670,1.40780
9/26/2007,00:00,1.40790,1.41540,1.40600,1.41470
9/27/2007,00:00,1.41450,1.41610,1.41110,1.41310
9/28/2007,00:00,1.41330,1.41890,1.41220,1.41460
10/1/2007,00:00,1.41450,1.42780,1.41450,1.42660
10/2/2007,00:00,1.42800,1.42810,1.42100,1.42320
10/3/2007,00:00,1.42310,1.42370,1.41380,1.41480
10/4/2007,00:00,1.41490,1.41990,1.40830,1.40900
10/5/2007,00:00,1.40910,1.41480,1.40670,1.41350
10/8/2007,00:00,1.41340,1.41560,1.40320,1.41340
10/9/2007,00:00,1.41500,1.41510,1.40360,1.40540
10/10/2007,00:00,1.40550,1.41130,1.40140,1.41040
10/11/2007,00:00,1.41030,1.41700,1.40930,1.41400
10/12/2007,00:00,1.41410,1.42400,1.41350,1.41990
10/15/2007,00:00,1.42000,1.42120,1.41550,1.41770
10/16/2007,00:00,1.41760,1.42420,1.41610,1.42120
10/17/2007,00:00,1.42110,1.42250,1.41430,1.41720
10/18/2007,00:00,1.41730,1.42290,1.41560,1.42150
10/19/2007,00:00,1.42160,1.43090,1.41960,1.42850
10/22/2007,00:00,1.42860,1.43170,1.42450,1.43000
10/23/2007,00:00,1.43340,1.43480,1.41250,1.41740
10/24/2007,00:00,1.41760,1.42780,1.41700,1.42640
10/25/2007,00:00,1.42630,1.42680,1.41870,1.42610
10/26/2007,00:00,1.42600,1.43420,1.42470,1.43300
10/29/2007,00:00,1.43280,1.43930,1.43160,1.43920
10/30/2007,00:00,1.44120,1.44350,1.43760,1.44190
10/31/2007,00:00,1.44170,1.44400,1.43730,1.44370
11/1/2007,00:00,1.44360,1.45030,1.44180,1.44710
11/2/2007,00:00,1.44720,1.44760,1.44030,1.44250
11/5/2007,00:00,1.44260,1.45270,1.44210,1.45040
11/6/2007,00:00,1.45180,1.45180,1.44420,1.44740
11/7/2007,00:00,1.44730,1.45690,1.44680,1.45640
11/8/2007,00:00,1.45630,1.47280,1.45530,1.46280
11/9/2007,00:00,1.46270,1.47030,1.46190,1.46730
11/12/2007,00:00,1.46740,1.47510,1.46310,1.46790
11/13/2007,00:00,1.46770,1.46770,1.45250,1.45300
11/14/2007,00:00,1.45290,1.46330,1.45190,1.46160
11/15/2007,00:00,1.46150,1.47280,1.46120,1.46490
11/16/2007,00:00,1.46500,1.47020,1.46040,1.46140
11/19/2007,00:00,1.46150,1.46710,1.45810,1.46610
11/20/2007,00:00,1.46670,1.46860,1.46200,1.46670
11/21/2007,00:00,1.46660,1.48520,1.46350,1.48370
11/22/2007,00:00,1.48360,1.48690,1.47750,1.48470
11/23/2007,00:00,1.48460,1.48720,1.48210,1.48460
11/26/2007,00:00,1.48470,1.49660,1.47830,1.48360
11/27/2007,00:00,1.48260,1.48850,1.48040,1.48640
11/28/2007,00:00,1.48660,1.49050,1.48080,1.48280
11/29/2007,00:00,1.48290,1.48570,1.47110,1.48310
11/30/2007,00:00,1.48320,1.48420,1.47220,1.47470
12/3/2007,00:00,1.47480,1.47830,1.46270,1.46380
12/4/2007,00:00,1.46480,1.47060,1.46200,1.46670
12/5/2007,00:00,1.46680,1.47670,1.46350,1.47650
12/6/2007,00:00,1.47640,1.47690,1.45900,1.46160
12/7/2007,00:00,1.46140,1.46510,1.45270,1.46390
12/10/2007,00:00,1.46380,1.46700,1.45980,1.46570
12/11/2007,00:00,1.46540,1.47350,1.46390,1.47210
12/12/2007,00:00,1.47200,1.47500,1.46390,1.46560
12/13/2007,00:00,1.46570,1.47480,1.46500,1.47110
12/14/2007,00:00,1.47100,1.47360,1.45770,1.46170
12/17/2007,00:00,1.46180,1.46540,1.44100,1.44290
12/18/2007,00:00,1.44050,1.44530,1.43310,1.44120
12/19/2007,00:00,1.44100,1.44340,1.43660,1.44080
12/20/2007,00:00,1.44090,1.44220,1.43250,1.43710
12/21/2007,00:00,1.43730,1.43900,1.43090,1.43200
12/24/2007,00:00,1.43190,1.44090,1.43190,1.43810
12/26/2007,00:00,1.43730,1.44110,1.43700,1.44060
12/27/2007,00:00,1.44170,1.45040,1.44150,1.44820
12/28/2007,00:00,1.44840,1.46380,1.44680,1.46090
12/31/2007,00:00,1.46110,1.47280,1.45910,1.47210
1/2/2008,00:00,1.47220,1.47470,1.45810,1.45950
1/3/2008,00:00,1.46520,1.47480,1.46410,1.47210
1/4/2008,00:00,1.47230,1.47800,1.46860,1.47420
1/7/2008,00:00,1.47430,1.48230,1.46950,1.47400
1/8/2008,00:00,1.47460,1.47490,1.46560,1.46850
1/9/2008,00:00,1.46870,1.47410,1.46770,1.47090
1/10/2008,00:00,1.47080,1.47410,1.46380,1.46580
1/11/2008,00:00,1.46610,1.48120,1.46400,1.48060
1/14/2008,00:00,1.48050,1.48190,1.47600,1.47760
1/15/2008,00:00,1.48070,1.49130,1.47960,1.48640
1/16/2008,00:00,1.48630,1.49210,1.47750,1.47760
1/17/2008,00:00,1.47750,1.48580,1.45930,1.46520
1/18/2008,00:00,1.46500,1.47140,1.45890,1.46420
1/21/2008,00:00,1.46400,1.46930,1.46020,1.46200
1/22/2008,00:00,1.45970,1.46010,1.44210,1.44290
1/23/2008,00:00,1.44300,1.46830,1.43650,1.46690
1/24/2008,00:00,1.46700,1.46700,1.45100,1.46310
1/25/2008,00:00,1.46300,1.47780,1.45910,1.47560
1/28/2008,00:00,1.47570,1.47770,1.46600,1.46810
1/29/2008,00:00,1.46910,1.47980,1.46610,1.47880
1/30/2008,00:00,1.47840,1.47930,1.47370,1.47670
1/31/2008,00:00,1.47680,1.49060,1.47540,1.48530
2/1/2008,00:00,1.48580,1.49130,1.48010,1.48470
2/4/2008,00:00,1.48500,1.49490,1.47860,1.48010
2/5/2008,00:00,1.47960,1.48470,1.47920,1.48280
2/6/2008,00:00,1.48230,1.48300,1.46210,1.46470
2/7/2008,00:00,1.46460,1.46700,1.45910,1.46210
2/8/2008,00:00,1.46220,1.46510,1.44380,1.44920
2/11/2008,00:00,1.44930,1.45460,1.44510,1.45040
2/12/2008,00:00,1.45240,1.45760,1.44810,1.45170
2/13/2008,00:00,1.45160,1.46140,1.44960,1.45740
2/14/2008,00:00,1.45750,1.45960,1.45310,1.45710
2/15/2008,00:00,1.45700,1.46480,1.45480,1.46390
2/18/2008,00:00,1.46410,1.47070,1.46300,1.46810
2/19/2008,00:00,1.46720,1.46900,1.46100,1.46520
2/20/2008,00:00,1.46510,1.47560,1.46420,1.47270
2/21/2008,00:00,1.47280,1.47300,1.46130,1.47120
2/22/2008,00:00,1.47140,1.48360,1.47020,1.48200
2/25/2008,00:00,1.48190,1.48610,1.47880,1.48280
2/26/2008,00:00,1.48340,1.48430,1.47940,1.48280
2/27/2008,00:00,1.48270,1.50460,1.47780,1.50100
2/28/2008,00:00,1.50110,1.51420,1.49810,1.51170
2/29/2008,00:00,1.51160,1.52280,1.50720,1.51890
3/3/2008,00:00,1.51880,1.52380,1.51430,1.51780
3/4/2008,00:00,1.52120,1.52730,1.51590,1.51960
3/5/2008,00:00,1.51980,1.52480,1.51730,1.52010
3/6/2008,00:00,1.52000,1.53010,1.51450,1.52740
3/7/2008,00:00,1.52730,1.53940,1.52670,1.53890
3/10/2008,00:00,1.53880,1.54620,1.53130,1.53540
3/11/2008,00:00,1.53990,1.54030,1.53120,1.53660
3/12/2008,00:00,1.53680,1.54920,1.52810,1.53420
3/13/2008,00:00,1.53410,1.55710,1.53350,1.55290
3/14/2008,00:00,1.55300,1.56440,1.55220,1.56130
3/17/2008,00:00,1.56100,1.56870,1.55310,1.56730
3/18/2008,00:00,1.57040,1.59020,1.56850,1.57160
3/19/2008,00:00,1.57150,1.58300,1.56130,1.56380
3/20/2008,00:00,1.56360,1.57860,1.55810,1.56410
3/21/2008,00:00,1.56420,1.56450,1.53960,1.54450
3/24/2008,00:00,1.54430,1.54720,1.54060,1.54320
3/25/2008,00:00,1.54120,1.54550,1.53430,1.54100
3/26/2008,00:00,1.54090,1.56580,1.54090,1.56300
3/27/2008,00:00,1.56280,1.58590,1.55840,1.58320
3/28/2008,00:00,1.58330,1.58450,1.57260,1.58120
3/31/2008,00:00,1.58130,1.58380,1.57420,1.57940
4/1/2008,00:00,1.58040,1.58960,1.57590,1.57610
4/2/2008,00:00,1.57640,1.57850,1.55630,1.56220
4/3/2008,00:00,1.56210,1.57010,1.55320,1.56880
4/4/2008,00:00,1.56870,1.56880,1.55100,1.56820
4/7/2008,00:00,1.56810,1.57730,1.56370,1.57370
4/8/2008,00:00,1.57290,1.57360,1.56260,1.57040
4/9/2008,00:00,1.57030,1.57980,1.56740,1.57030
4/10/2008,00:00,1.57010,1.58640,1.56830,1.58360
4/11/2008,00:00,1.58370,1.59130,1.57250,1.57430
4/14/2008,00:00,1.57420,1.58550,1.57380,1.58070
4/15/2008,00:00,1.57040,1.58840,1.56710,1.58350
4/16/2008,00:00,1.58340,1.58740,1.57520,1.57860
4/17/2008,00:00,1.57850,1.59780,1.57600,1.59420
4/18/2008,00:00,1.59410,1.59830,1.58470,1.58920
4/21/2008,00:00,1.58930,1.59560,1.57100,1.58160
4/22/2008,00:00,1.58130,1.59450,1.57900,1.59070
4/23/2008,00:00,1.59100,1.60180,1.58340,1.59970
4/24/2008,00:00,1.59950,1.59980,1.58590,1.58830
4/25/2008,00:00,1.58860,1.58890,1.56380,1.56800
4/28/2008,00:00,1.56810,1.57070,1.55540,1.56290
4/29/2008,00:00,1.56150,1.56930,1.55940,1.56530
4/30/2008,00:00,1.56520,1.56590,1.55390,1.55650
5/1/2008,00:00,1.55660,1.56430,1.55160,1.56190
5/2/2008,00:00,1.56190,1.56430,1.54290,1.54670
5/5/2008,00:00,1.54680,1.54980,1.53600,1.54230
5/6/2008,00:00,1.54290,1.55190,1.54230,1.54980
5/7/2008,00:00,1.54990,1.55940,1.54510,1.55310
5/8/2008,00:00,1.55320,1.55380,1.53650,1.53960
5/9/2008,00:00,1.53980,1.54400,1.52840,1.54030
5/12/2008,00:00,1.54040,1.54870,1.53930,1.54800
5/13/2008,00:00,1.54560,1.55690,1.53650,1.55390
5/14/2008,00:00,1.55400,1.55650,1.54300,1.54680
5/15/2008,00:00,1.54650,1.54850,1.53960,1.54770
5/16/2008,00:00,1.54760,1.55460,1.54190,1.54420
5/19/2008,00:00,1.54450,1.56010,1.54370,1.55760
5/20/2008,00:00,1.55950,1.56320,1.54870,1.55180
5/21/2008,00:00,1.55190,1.56800,1.55030,1.56530
5/22/2008,00:00,1.56520,1.57970,1.56310,1.57940
5/23/2008,00:00,1.57910,1.58130,1.56930,1.57230
5/26/2008,00:00,1.57250,1.57940,1.56960,1.57610
5/27/2008,00:00,1.57650,1.57910,1.57410,1.57730
5/28/2008,00:00,1.57740,1.58180,1.56710,1.56780
5/29/2008,00:00,1.56790,1.57600,1.56090,1.56460
5/30/2008,00:00,1.56470,1.56630,1.54850,1.55110
6/2/2008,00:00,1.55120,1.55670,1.54620,1.55540
6/3/2008,00:00,1.55610,1.55880,1.54860,1.55390
6/4/2008,00:00,1.55400,1.56280,1.54100,1.54320
6/5/2008,00:00,1.54330,1.54830,1.54190,1.54250
6/6/2008,00:00,1.54260,1.56000,1.53650,1.55810
6/9/2008,00:00,1.55820,1.57770,1.55710,1.57770
6/10/2008,00:00,1.57910,1.58430,1.56180,1.56410
6/11/2008,00:00,1.56400,1.56530,1.54400,1.54550
6/12/2008,00:00,1.54570,1.55840,1.54530,1.55560
6/13/2008,00:00,1.55550,1.55650,1.53780,1.54500
6/16/2008,00:00,1.54520,1.54830,1.53020,1.53790
6/17/2008,00:00,1.54040,1.55180,1.53460,1.54670
6/18/2008,00:00,1.54680,1.55500,1.54610,1.55050
6/19/2008,00:00,1.55060,1.55380,1.54620,1.55270
6/20/2008,00:00,1.55280,1.55860,1.54660,1.55010
6/23/2008,00:00,1.55000,1.56510,1.54910,1.56060
6/24/2008,00:00,1.56270,1.56280,1.54680,1.55150
6/25/2008,00:00,1.55160,1.56220,1.54910,1.55690
6/26/2008,00:00,1.55710,1.56870,1.55370,1.56650
6/27/2008,00:00,1.56640,1.57660,1.56280,1.57490
6/30/2008,00:00,1.57500,1.57910,1.57190,1.57910
7/1/2008,00:00,1.57760,1.58350,1.57310,1.57530
7/2/2008,00:00,1.57530,1.58260,1.57230,1.57940
7/3/2008,00:00,1.57930,1.58900,1.57770,1.58890
7/4/2008,00:00,1.58900,1.59080,1.56820,1.56960
7/7/2008,00:00,1.56950,1.57270,1.56550,1.57060
7/8/2008,00:00,1.56910,1.57530,1.56110,1.57220
7/9/2008,00:00,1.57240,1.57390,1.56340,1.56650
7/10/2008,00:00,1.56640,1.57500,1.56500,1.57380
7/11/2008,00:00,1.57390,1.58010,1.56910,1.57840
7/14/2008,00:00,1.57850,1.59420,1.57640,1.59380
7/15/2008,00:00,1.59610,1.59630,1.58410,1.59030
7/16/2008,00:00,1.59020,1.60380,1.58660,1.59120
7/17/2008,00:00,1.59110,1.59480,1.58000,1.58190
7/18/2008,00:00,1.58180,1.58930,1.57830,1.58580
7/21/2008,00:00,1.58570,1.58870,1.58070,1.58470
7/22/2008,00:00,1.58430,1.59310,1.58280,1.59250
7/23/2008,00:00,1.59240,1.59440,1.57580,1.57870
7/24/2008,00:00,1.57860,1.57970,1.56700,1.56840
7/25/2008,00:00,1.56850,1.57130,1.56280,1.56790
7/28/2008,00:00,1.56780,1.57530,1.56610,1.57090
7/29/2008,00:00,1.56970,1.57680,1.56830,1.57370
7/30/2008,00:00,1.57380,1.57580,1.55530,1.55830
7/31/2008,00:00,1.55870,1.56150,1.55210,1.55770
8/1/2008,00:00,1.55740,1.57000,1.55700,1.55970
8/4/2008,00:00,1.55970,1.55970,1.55150,1.55640
8/5/2008,00:00,1.55740,1.56310,1.55530,1.55710
8/6/2008,00:00,1.55700,1.55750,1.54460,1.54490
8/7/2008,00:00,1.54500,1.55160,1.53980,1.54140
8/8/2008,00:00,1.54130,1.55020,1.53100,1.53230
8/11/2008,00:00,1.53240,1.53340,1.49970,1.50050
8/12/2008,00:00,1.49440,1.50830,1.48790,1.48920
8/13/2008,00:00,1.48930,1.49640,1.48150,1.49120
8/14/2008,00:00,1.49130,1.49770,1.48410,1.49210
8/15/2008,00:00,1.49230,1.49490,1.47770,1.48020
8/18/2008,00:00,1.48050,1.48060,1.46600,1.46890
8/19/2008,00:00,1.46840,1.47660,1.46740,1.46780
8/20/2008,00:00,1.46770,1.47940,1.46300,1.47810
8/21/2008,00:00,1.47830,1.48050,1.46720,1.47430
8/22/2008,00:00,1.47440,1.49080,1.47310,1.48960
8/25/2008,00:00,1.48950,1.49000,1.47590,1.47930
8/26/2008,00:00,1.47890,1.48070,1.46970,1.47530
8/27/2008,00:00,1.47540,1.47590,1.45710,1.46430
8/28/2008,00:00,1.46440,1.47750,1.46330,1.47150
8/29/2008,00:00,1.47160,1.48110,1.46710,1.46930
9/1/2008,00:00,1.46940,1.47670,1.46400,1.46780
9/2/2008,00:00,1.47090,1.47230,1.45810,1.45860
9/3/2008,00:00,1.45870,1.45990,1.44640,1.45130
9/4/2008,00:00,1.45150,1.45280,1.43830,1.44900
9/5/2008,00:00,1.44920,1.45420,1.42100,1.42400
9/8/2008,00:00,1.42390,1.43470,1.41960,1.42670
9/9/2008,00:00,1.43780,1.44280,1.40530,1.41170
9/10/2008,00:00,1.41180,1.42260,1.40460,1.41060
9/11/2008,00:00,1.41100,1.41790,1.39530,1.39640
9/12/2008,00:00,1.39700,1.40400,1.38810,1.40180
9/15/2008,00:00,1.40090,1.42310,1.39710,1.42230
9/16/2008,00:00,1.42890,1.44810,1.40840,1.42740
9/17/2008,00:00,1.42730,1.42820,1.40710,1.40980
9/18/2008,00:00,1.40970,1.43840,1.40940,1.43060
9/19/2008,00:00,1.43350,1.45420,1.42780,1.43230
9/22/2008,00:00,1.43240,1.44980,1.41500,1.44670
9/23/2008,00:00,1.44900,1.48670,1.44370,1.47940
9/24/2008,00:00,1.47950,1.48250,1.46220,1.46710
9/25/2008,00:00,1.46700,1.47460,1.46030,1.46120
9/26/2008,00:00,1.46150,1.47670,1.45610,1.46170
9/29/2008,00:00,1.46150,1.46770,1.45540,1.46130
9/30/2008,00:00,1.45180,1.45690,1.43020,1.44160
10/1/2008,00:00,1.44170,1.44260,1.40080,1.41150
10/2/2008,00:00,1.41150,1.41740,1.39750,1.40080
10/3/2008,00:00,1.40070,1.40230,1.37470,1.38000
10/6/2008,00:00,1.37980,1.39060,1.37020,1.37700
10/7/2008,00:00,1.36370,1.36780,1.34430,1.34830
10/8/2008,00:00,1.34860,1.37430,1.34830,1.36230
10/9/2008,00:00,1.36210,1.37560,1.35440,1.36320
10/10/2008,00:00,1.36310,1.37850,1.35800,1.35970
10/13/2008,00:00,1.35980,1.36490,1.32580,1.34080
10/14/2008,00:00,1.35710,1.36820,1.34570,1.35970
10/15/2008,00:00,1.35960,1.37680,1.35900,1.36180
10/16/2008,00:00,1.36190,1.36870,1.34490,1.34600
10/17/2008,00:00,1.34590,1.35380,1.33450,1.34800
10/20/2008,00:00,1.34780,1.35170,1.33860,1.34080
10/21/2008,00:00,1.34050,1.35300,1.32870,1.33300
10/22/2008,00:00,1.33310,1.33530,1.30510,1.30540
10/23/2008,00:00,1.30580,1.30770,1.27480,1.28240
10/24/2008,00:00,1.28250,1.30030,1.27270,1.29680
10/27/2008,00:00,1.29670,1.29730,1.24970,1.26230
10/28/2008,00:00,1.25750,1.26850,1.23340,1.24610
10/29/2008,00:00,1.24620,1.28330,1.23300,1.28130
10/30/2008,00:00,1.28140,1.29900,1.26270,1.29510
10/31/2008,00:00,1.29500,1.32880,1.28050,1.28750
11/3/2008,00:00,1.28740,1.28940,1.26680,1.27270
11/4/2008,00:00,1.27660,1.28970,1.25760,1.25840
11/5/2008,00:00,1.25860,1.30480,1.25260,1.29940
11/6/2008,00:00,1.29950,1.31140,1.27930,1.29260
11/7/2008,00:00,1.29270,1.29550,1.26750,1.26780
11/10/2008,00:00,1.26770,1.28500,1.26530,1.27170
11/11/2008,00:00,1.28140,1.29270,1.27180,1.27500
11/12/2008,00:00,1.27470,1.28000,1.25060,1.25110
11/13/2008,00:00,1.25100,1.26310,1.24370,1.24550
11/14/2008,00:00,1.24540,1.28540,1.23890,1.27850
11/17/2008,00:00,1.27870,1.28280,1.25730,1.26040
11/18/2008,00:00,1.25360,1.27420,1.25120,1.26330
11/19/2008,00:00,1.26340,1.27000,1.25660,1.26370
11/20/2008,00:00,1.26360,1.28130,1.24730,1.24970
11/21/2008,00:00,1.24920,1.25930,1.24340,1.24540
11/24/2008,00:00,1.24500,1.26370,1.24230,1.25870
11/25/2008,00:00,1.26070,1.29590,1.25630,1.29470
11/26/2008,00:00,1.29480,1.30800,1.28040,1.30560
11/27/2008,00:00,1.30570,1.30570,1.28190,1.28780
11/28/2008,00:00,1.28770,1.29680,1.28600,1.28960
12/1/2008,00:00,1.28990,1.29570,1.26460,1.26900
12/2/2008,00:00,1.26940,1.27120,1.25850,1.26160
12/3/2008,00:00,1.26170,1.27650,1.25630,1.27200
12/4/2008,00:00,1.27260,1.27400,1.26000,1.27130
12/5/2008,00:00,1.27120,1.28470,1.25520,1.27710
12/8/2008,00:00,1.27730,1.27970,1.26270,1.27180
12/9/2008,00:00,1.27200,1.29660,1.27140,1.29370
12/10/2008,00:00,1.29360,1.30000,1.27990,1.29240
12/11/2008,00:00,1.29250,1.30690,1.29030,1.30210
12/12/2008,00:00,1.30200,1.34030,1.30010,1.33460
12/15/2008,00:00,1.33450,1.34140,1.32500,1.33690
12/16/2008,00:00,1.33900,1.37260,1.33900,1.37020
12/17/2008,00:00,1.37010,1.41470,1.36300,1.40480
12/18/2008,00:00,1.40470,1.44370,1.40080,1.44020
12/19/2008,00:00,1.44030,1.47190,1.41860,1.42660
12/22/2008,00:00,1.42670,1.43090,1.38260,1.39070
12/23/2008,00:00,1.39200,1.41240,1.39030,1.39400
12/24/2008,00:00,1.39440,1.40210,1.39140,1.39260
12/26/2008,00:00,1.39270,1.40190,1.39200,1.39930
12/29/2008,00:00,1.40490,1.41160,1.40210,1.40270
12/30/2008,00:00,1.40710,1.43620,1.39170,1.39590
12/31/2008,00:00,1.39600,1.42200,1.39410,1.41100
1/2/2009,00:00,1.41090,1.41460,1.38510,1.39560
1/5/2009,00:00,1.38680,1.39860,1.38380,1.39230
1/6/2009,00:00,1.38830,1.39620,1.35460,1.36290
1/7/2009,00:00,1.36280,1.36580,1.33130,1.34980
1/8/2009,00:00,1.35020,1.37460,1.34320,1.36550
1/9/2009,00:00,1.36560,1.37950,1.35330,1.37030
1/12/2009,00:00,1.37040,1.37500,1.34140,1.34720
1/13/2009,00:00,1.34590,1.34620,1.32890,1.33620
1/14/2009,00:00,1.33630,1.33700,1.31410,1.31800
1/15/2009,00:00,1.31780,1.33360,1.30930,1.31600
1/16/2009,00:00,1.31640,1.32390,1.30260,1.31370
1/19/2009,00:00,1.31360,1.33430,1.31360,1.32660
1/20/2009,00:00,1.33490,1.33850,1.30580,1.30610
1/21/2009,00:00,1.30630,1.31050,1.28550,1.28590
1/22/2009,00:00,1.28580,1.30850,1.28240,1.30660
1/23/2009,00:00,1.30650,1.30820,1.29060,1.30170
1/26/2009,00:00,1.30160,1.30330,1.27640,1.29730
1/27/2009,00:00,1.29160,1.32340,1.28610,1.32060
1/28/2009,00:00,1.32070,1.33270,1.31180,1.31830
